source	target	lib	tfidfMax	tfidfDistances
0195IbnCamrSadusi.Amthal.Shamela0000673-ara1	673.json	RAWrabicaShamAY1	0.9995	[0.9995]
0195IbnCamrSadusi.Amthal.Shamela0000673-ara1	0195IbnCamrSadusi.Amthal.JK010673-ara1	RELEASE	0.99566	[0.99566]
0195IbnCamrSadusi.Amthal.Shamela0000673-ara1	0390IbnZakariyaNahrawani.JalisSalih.JK010552-ara1	RELEASE	0.55879	[0.55879]
0195IbnCamrSadusi.Amthal.Shamela0000673-ara1	0390IbnZakariyaNahrawani.JalisSalih.Shamela0007301-ara1	RELEASE	0.55879	[0.55879]
0195IbnCamrSadusi.Amthal.Shamela0000673-ara1	7301.json	RAWrabicaShamAY1	0.55604	[0.55604]
0195IbnCamrSadusi.Amthal.Shamela0000673-ara1	0515IbnMuhammadAminDinTarabulusi.MajmucLatif.Shamela0009096-ara1	RELEASE	0.54782	[0.54782]
0195IbnCamrSadusi.Amthal.Shamela0000673-ara1	0487AbuCubaydBakri.FaslMaqal.JK000974-ara1	RELEASE	0.54645	[0.54645]
0195IbnCamrSadusi.Amthal.Shamela0000673-ara1	0487AbuCubaydBakri.FaslMaqal.Shamela0001025-ara1	RELEASE	0.54573	[0.54573]
0195IbnCamrSadusi.Amthal.Shamela0000673-ara1	0285IbnYazidMubarrad.KamilFiLugha.Shamela0008505-ara1	RELEASE	0.54406	[0.54406]
0195IbnCamrSadusi.Amthal.Shamela0000673-ara1	0285IbnYazidMubarrad.KamilFiLugha.ShamIbadiyya0000642-ara1	RELEASE	0.54341	[0.54341]
0195IbnCamrSadusi.Amthal.Shamela0000673-ara1	0500IbnAhmadSarrajBaghdadi.MasaricCushshaq.Shamela0026549-ara1	RELEASE	0.54326	[0.54326]
0195IbnCamrSadusi.Amthal.Shamela0000673-ara1	0285IbnYazidMubarrad.KamilFiLugha.Zaydiyya0000578-ara1	RELEASE	0.54171	[0.54171]
0195IbnCamrSadusi.Amthal.Shamela0000673-ara1	0500IbnAhmadSarrajBaghdadi.MasaricCushshaq.JK009304-ara1	RELEASE	0.54152	[0.54152]
0195IbnCamrSadusi.Amthal.Shamela0000673-ara1	0384IbnCimranMarzubani.Muwashshah.Shamela0009427-ara1	RELEASE	0.5404	[0.5404]
0195IbnCamrSadusi.Amthal.Shamela0000673-ara1	0356AbuCaliQali.AmaliFiLugha.JK000919-ara1	RELEASE	0.53835	[0.53835]
0195IbnCamrSadusi.Amthal.Shamela0000673-ara1	0405CabdKarimNahshaliQayrawani.Mumtic.Sham19Y0014786-ara1	RELEASE	0.53816	[0.53816]
0195IbnCamrSadusi.Amthal.Shamela0000673-ara1	0337IbnIshaqZajjaji.Akhbar.Shamela0000666-ara1	RELEASE	0.5375	[0.5375]
0195IbnCamrSadusi.Amthal.Shamela0000673-ara1	0337IbnIshaqZajjaji.Akhbar.JK010666-ara1	RELEASE	0.53725	[0.53725]
0195IbnCamrSadusi.Amthal.Shamela0000673-ara1	8505.bok.json	RAWrabicaSham19Y	0.53724	[0.53724]
0195IbnCamrSadusi.Amthal.Shamela0000673-ara1	9427.bok.json	RAWrabicaSham19Y	0.53723	[0.53723]
0195IbnCamrSadusi.Amthal.Shamela0000673-ara1	9427.json	RAWrabicaShamAY1	0.53691	[0.53691]
0195IbnCamrSadusi.Amthal.Shamela0000673-ara1	8505.json	RAWrabicaShamAY1	0.53672	[0.53672]
0195IbnCamrSadusi.Amthal.Shamela0000673-ara1	Shamela026549.txt	raw_ShamelaY19	0.53631	[0.53631]
0195IbnCamrSadusi.Amthal.Shamela0000673-ara1	26549.json	RAWrabicaShamAY2	0.53598	[0.53598]
0195IbnCamrSadusi.Amthal.Shamela0000673-ara1	0382IbnCabdAllahCaskari.MasunFiAdab.JK010726-ara1	RELEASE	0.53366	[0.53366]
0195IbnCamrSadusi.Amthal.Shamela0000673-ara1	0382IbnCabdAllahCaskari.MasunFiAdab.Shamela0005502-ara1	RELEASE	0.53362	[0.53362]
