source	target	lib	tfidfMax	tfidfDistances
0001CamrIbnMalik.Diwan.JK007525-ara1	37893.json	RAWrabicaShamAY3	0.83873	[0.83873]
0001CamrIbnMalik.Diwan.JK007525-ara1	0001Shanfara.Diwan.ShamAY0037893-ara1	RELEASE	0.82389	[0.82389, 0.8192]
0001CamrIbnMalik.Diwan.JK007525-ara1	0449AbuCalaMacarri.Diwan.JK007580-ara1	RELEASE	0.34406	[0.34406]
0001CamrIbnMalik.Diwan.JK007525-ara1	0357AbuFirasHamdani.Diwan.JK007584-ara1	RELEASE	0.34236	[0.34236, 0.33801]
0001CamrIbnMalik.Diwan.JK007525-ara1	0296IbnMuctazz.Diwan.JK007592-ara1	RELEASE	0.3418	[0.3418, 0.33772]
0001CamrIbnMalik.Diwan.JK007525-ara1	0198AbuNuwasShacir.Diwan.JK007604-ara1	RELEASE	0.33936	[0.33936, 0.33492]
0001CamrIbnMalik.Diwan.JK007525-ara1	0001TaabbataSharran.Diwan.ShamAY0037943-ara1	RELEASE	0.33866	[0.33866, 0.32649]
0001CamrIbnMalik.Diwan.JK007525-ara1	0296IbnMuctazz.Diwan.ShamAY0037841-ara1	RELEASE	0.33673	[0.33673]
0001CamrIbnMalik.Diwan.JK007525-ara1	0054HassanIbnThabit.Diwan.JK007534-ara1	RELEASE	0.33672	[0.33672]
0001CamrIbnMalik.Diwan.JK007525-ara1	0357AbuFirasHamdani.Diwan.ShamAY0037823-ara1	RELEASE	0.33476	[0.33476]
0001CamrIbnMalik.Diwan.JK007525-ara1	37841.json	RAWrabicaShamAY3	0.33474	[0.33474]
0001CamrIbnMalik.Diwan.JK007525-ara1	37823.json	RAWrabicaShamAY3	0.3345	[0.3345]
0001CamrIbnMalik.Diwan.JK007525-ara1	0090AkhtalShacir.Diwan.JK007544-ara1	RELEASE	0.33417	[0.33417, 0.32657]
0001CamrIbnMalik.Diwan.JK007525-ara1	0198AbuNuwasShacir.Diwan.ShamAY0037852-ara1	RELEASE	0.33408	[0.33408]
0001CamrIbnMalik.Diwan.JK007525-ara1	0584IbnMunqidhShayzari.Diwan.JK007587-ara1	RELEASE	0.33406	[0.33406, 0.32998]
0001CamrIbnMalik.Diwan.JK007525-ara1	0093IbnAbiRabica.Diwan.JK007556-ara1	RELEASE	0.33374	[0.33374, 0.32949]
0001CamrIbnMalik.Diwan.JK007525-ara1	1332MahmudSamiBarudi.Diwan.ShamAY0037857-ara1	RELEASE	0.33184	[0.33184]
0001CamrIbnMalik.Diwan.JK007525-ara1	37852.json	RAWrabicaShamAY3	0.33181	[0.33181]
0001CamrIbnMalik.Diwan.JK007525-ara1	0584IbnMunqidhShayzari.Diwan.ShamAY0037915-ara1	RELEASE	0.33023	[0.33023]
0001CamrIbnMalik.Diwan.JK007525-ara1	0093IbnAbiRabica.Diwan.ShamAY0037902-ara1	RELEASE	0.32975	[0.32975]
0001CamrIbnMalik.Diwan.JK007525-ara1	0167BashsharIbnBurdShacir.Diwan.JK007613-ara1	RELEASE	0.32852	[0.32852, 0.32427]
0001CamrIbnMalik.Diwan.JK007525-ara1	0001TaabbataSharran.Diwan.JK007513-ara1	RELEASE	0.32725	[0.32725]
0001CamrIbnMalik.Diwan.JK007525-ara1	0090AkhtalShacir.Diwan.ShamAY0037927-ara1	RELEASE	0.32718	[0.32718]
0001CamrIbnMalik.Diwan.JK007525-ara1	37915.json	RAWrabicaShamAY3	0.32702	[0.32702]
0001CamrIbnMalik.Diwan.JK007525-ara1	37857.json	RAWrabicaShamAY3	0.32625	[0.32625]
0001CamrIbnMalik.Diwan.JK007525-ara1	0630IbnCunayn.Diwan.JK007597-ara1	RELEASE	0.32597	[0.32597]
