source	target	lib	tfidfMax	tfidfDistances
0001CantaraIbnShaddad.Diwan.JK007526-ara1	0001CantaraIbnShaddad.Diwan.ShamAY0037906-ara1	RELEASE	0.9271	[0.9271]
0001CantaraIbnShaddad.Diwan.JK007526-ara1	37906.json	RAWrabicaShamAY3	0.92571	[0.92571]
0001CantaraIbnShaddad.Diwan.JK007526-ara1	0449AbuCalaMacarri.Diwan.JK007580-ara1	RELEASE	0.69652	[0.69652]
0001CantaraIbnShaddad.Diwan.JK007526-ara1	0296IbnMuctazz.Diwan.ShamAY0037841-ara1	RELEASE	0.68729	[0.68729]
0001CantaraIbnShaddad.Diwan.JK007526-ara1	0296IbnMuctazz.Diwan.JK007592-ara1	RELEASE	0.68565	[0.68565]
0001CantaraIbnShaddad.Diwan.JK007526-ara1	0198AbuNuwasShacir.Diwan.ShamAY0037852-ara1	RELEASE	0.6847	[0.6847]
0001CantaraIbnShaddad.Diwan.JK007526-ara1	0198AbuNuwasShacir.Diwan.JK007604-ara1	RELEASE	0.68422	[0.68422]
0001CantaraIbnShaddad.Diwan.JK007526-ara1	37951.json	RAWrabicaShamAY3	0.68165	[0.68165]
0001CantaraIbnShaddad.Diwan.JK007526-ara1	37841.json	RAWrabicaShamAY3	0.68	[0.68]
0001CantaraIbnShaddad.Diwan.JK007526-ara1	0583SibtIbnTacawidhiShacir.Diwan.ShamAY0037949-ara1	RELEASE	0.67799	[0.67799]
0001CantaraIbnShaddad.Diwan.JK007526-ara1	0583SibtIbnTacawidhiShacir.Diwan.JK007618-ara1	RELEASE	0.67769	[0.67769]
0001CantaraIbnShaddad.Diwan.JK007526-ara1	37852.json	RAWrabicaShamAY3	0.67711	[0.67711]
0001CantaraIbnShaddad.Diwan.JK007526-ara1	0584IbnMunqidhShayzari.Diwan.ShamAY0037915-ara1	RELEASE	0.67631	[0.67631]
0001CantaraIbnShaddad.Diwan.JK007526-ara1	0584IbnMunqidhShayzari.Diwan.JK007587-ara1	RELEASE	0.67598	[0.67598]
0001CantaraIbnShaddad.Diwan.JK007526-ara1	0231AbuTamam.Diwan.JK007583-ara1	RELEASE	0.67547	[0.67547]
0001CantaraIbnShaddad.Diwan.JK007526-ara1	0231AbuTamam.Diwan.ShamAY0037821-ara1	RELEASE	0.67526	[0.67526]
0001CantaraIbnShaddad.Diwan.JK007526-ara1	37949.json	RAWrabicaShamAY3	0.67111	[0.67111]
0001CantaraIbnShaddad.Diwan.JK007526-ara1	37834.json	RAWrabicaShamAY3	0.67074	[0.67074]
0001CantaraIbnShaddad.Diwan.JK007526-ara1	37857.json	RAWrabicaShamAY3	0.66994	[0.66994]
0001CantaraIbnShaddad.Diwan.JK007526-ara1	37915.json	RAWrabicaShamAY3	0.66992	[0.66992]
0001CantaraIbnShaddad.Diwan.JK007526-ara1	37821.json	RAWrabicaShamAY3	0.6688	[0.6688]
0001CantaraIbnShaddad.Diwan.JK007526-ara1	0527IbnHamdis.Diwan.JK007576-ara1	RELEASE	0.6682	[0.6682]
