source	target	lib	tfidfMax	tfidfDistances
0198AbuNuwasShacir.Diwan.JK007586-ara1	37825.json	RAWrabicaShamAY3	0.99967	[0.99967]
0198AbuNuwasShacir.Diwan.JK007586-ara1	0198AbuNuwasShacir.Diwan.ShamAY0037825-ara1	RELEASE	0.99274	[0.99274]
0198AbuNuwasShacir.Diwan.JK007586-ara1	0198AbuNuwasShacir.Diwan.JK007604-ara1	RELEASE	0.79636	[0.79636]
0198AbuNuwasShacir.Diwan.JK007586-ara1	0198AbuNuwasShacir.Diwan.ShamAY0037852-ara1	RELEASE	0.7957	[0.7957]
0198AbuNuwasShacir.Diwan.JK007586-ara1	37852.json	RAWrabicaShamAY3	0.79362	[0.79362]
0198AbuNuwasShacir.Diwan.JK007586-ara1	0296IbnMuctazz.Diwan.JK007592-ara1	RELEASE	0.77912	[0.77912]
0198AbuNuwasShacir.Diwan.JK007586-ara1	0296IbnMuctazz.Diwan.ShamAY0037841-ara1	RELEASE	0.77859	[0.77859]
0198AbuNuwasShacir.Diwan.JK007586-ara1	37841.json	RAWrabicaShamAY3	0.77538	[0.77538]
0198AbuNuwasShacir.Diwan.JK007586-ara1	0360KushajimShacir.Diwan.JK007626-ara1	RELEASE	0.74899	[0.74899]
0198AbuNuwasShacir.Diwan.JK007586-ara1	0360KushajimShacir.Diwan.ShamAY0037962-ara1	RELEASE	0.74888	[0.74888]
0198AbuNuwasShacir.Diwan.JK007586-ara1	37962.json	RAWrabicaShamAY3	0.74571	[0.74571]
0198AbuNuwasShacir.Diwan.JK007586-ara1	0584IbnMunqidhShayzari.Diwan.ShamAY0037915-ara1	RELEASE	0.74071	[0.74071]
0198AbuNuwasShacir.Diwan.JK007586-ara1	0584IbnMunqidhShayzari.Diwan.JK007587-ara1	RELEASE	0.74052	[0.74052]
0198AbuNuwasShacir.Diwan.JK007586-ara1	0328IbnCabdRabbihi.Diwan.JK007571-ara1	RELEASE	0.7399	[0.7399]
0198AbuNuwasShacir.Diwan.JK007586-ara1	0328IbnCabdRabbihi.Diwan.ShamAY0037874-ara1	RELEASE	0.73981	[0.73981]
0198AbuNuwasShacir.Diwan.JK007586-ara1	0385WaWaDimashqi.Diwan.JK007611-ara1	RELEASE	0.73852	[0.73852]
