source	target	lib	tfidfMax	tfidfDistances
0130IbnBashirKhariji.Diwan.JK007627-ara1	37855.json	RAWrabicaShamAY3	0.99761	[0.99761]
0130IbnBashirKhariji.Diwan.JK007627-ara1	0130IbnBashirKhariji.Diwan.ShamAY0037855-ara1	RELEASE	0.98323	[0.98323]
0130IbnBashirKhariji.Diwan.JK007627-ara1	0167BashsharIbnBurdShacir.Diwan.JK007613-ara1	RELEASE	0.5079	[0.5079, 0.4844]
0130IbnBashirKhariji.Diwan.JK007627-ara1	1332MahmudSamiBarudi.Diwan.ShamAY0037857-ara1	RELEASE	0.49586	[0.49586]
0130IbnBashirKhariji.Diwan.JK007627-ara1	0231AbuTamam.Diwan.JK007583-ara1	RELEASE	0.48669	[0.48669, 0.46455]
0130IbnBashirKhariji.Diwan.JK007627-ara1	0198AbuNuwasShacir.Diwan.JK007604-ara1	RELEASE	0.48638	[0.48638, 0.46446]
0130IbnBashirKhariji.Diwan.JK007627-ara1	0428MihyarDaylami.Diwan.JK007630-ara1	RELEASE	0.48478	[0.48478, 0.4623]
0130IbnBashirKhariji.Diwan.JK007627-ara1	0357AbuFirasHamdani.Diwan.JK007584-ara1	RELEASE	0.48467	[0.48467, 0.46282]
0130IbnBashirKhariji.Diwan.JK007627-ara1	0167BashsharIbnBurdShacir.Diwan.ShamAY0037930-ara1	RELEASE	0.48449	[0.48449]
0130IbnBashirKhariji.Diwan.JK007627-ara1	37930.json	RAWrabicaShamAY3	0.48055	[0.48055]
0130IbnBashirKhariji.Diwan.JK007627-ara1	0656BahaDinZuhayr.Diwan.ShamAY0037942-ara1	RELEASE	0.48042	[0.48042]
0130IbnBashirKhariji.Diwan.JK007627-ara1	0093IbnAbiRabica.Diwan.JK007556-ara1	RELEASE	0.48021	[0.48021, 0.45811]
0130IbnBashirKhariji.Diwan.JK007627-ara1	1119IbnMacsum.Diwan.ShamAY0037878-ara1	RELEASE	0.47891	[0.47891]
0130IbnBashirKhariji.Diwan.JK007627-ara1	37831.json	RAWrabicaShamAY3	0.47722	[0.47722]
0130IbnBashirKhariji.Diwan.JK007627-ara1	0436SharifMurtada.Diwan.ShamAY0037891-ara1	RELEASE	0.47677	[0.47677, 0.45747]
0130IbnBashirKhariji.Diwan.JK007627-ara1	0750SafiDinHilli.Diwan.ShamAY0037951-ara1	RELEASE	0.47648	[0.47648]
0130IbnBashirKhariji.Diwan.JK007627-ara1	0638IbnCarabi.Diwan.JK007629-ara1	RELEASE	0.47635	[0.47635]
0130IbnBashirKhariji.Diwan.JK007627-ara1	0583SibtIbnTacawidhiShacir.Diwan.JK007618-ara1	RELEASE	0.47534	[0.47534, 0.45369]
0130IbnBashirKhariji.Diwan.JK007627-ara1	0584IbnMunqidhShayzari.Diwan.JK007587-ara1	RELEASE	0.47425	[0.47425, 0.4531]
0130IbnBashirKhariji.Diwan.JK007627-ara1	0362SariRaffa.Diwan.JK007606-ara1	RELEASE	0.47339	[0.47339, 0.44704]
0130IbnBashirKhariji.Diwan.JK007627-ara1	0406SharifRadi.Diwan.JK007608-ara1	RELEASE	0.47228	[0.47228, 0.45032]
0130IbnBashirKhariji.Diwan.JK007627-ara1	0776LisanDinIbnKhatib.Diwan.ShamAY0037834-ara1	RELEASE	0.472	[0.472]
0130IbnBashirKhariji.Diwan.JK007627-ara1	1290CabdGhaffarAkhras.Diwan.JK007640-ara1	RELEASE	0.4716	[0.4716]
0130IbnBashirKhariji.Diwan.JK007627-ara1	0449AbuCalaMacarri.Diwan.JK007580-ara1	RELEASE	0.47154	[0.47154]
0130IbnBashirKhariji.Diwan.JK007627-ara1	37857.json	RAWrabicaShamAY3	0.47084	[0.47084]
0130IbnBashirKhariji.Diwan.JK007627-ara1	0466IbnSinanKhafaji.Diwan.JK007620-ara1	RELEASE	0.4707	[0.4707, 0.44956]
0130IbnBashirKhariji.Diwan.JK007627-ara1	0429AbuMansurThacalibi.Tamthil.Shamela0005683-ara1	RELEASE	0.46776	[0.46776, 0.4502]
0130IbnBashirKhariji.Diwan.JK007627-ara1	0296IbnMuctazz.Diwan.JK007592-ara1	RELEASE	0.46679	[0.46679, 0.44611]
0130IbnBashirKhariji.Diwan.JK007627-ara1	0362IbnHaniAndalusi.Diwan.JK007572-ara1	RELEASE	0.46659	[0.46659, 0.44495]
0130IbnBashirKhariji.Diwan.JK007627-ara1	0768IbnNubataShacir.Diwan.JK007636-ara1	RELEASE	0.46623	[0.46623]
0130IbnBashirKhariji.Diwan.JK007627-ara1	0702IbnCabdRahmanCubaydi.TadhkiraSacdiyya.JK010743-ara1	RELEASE	0.46579	[0.46579]
0130IbnBashirKhariji.Diwan.JK007627-ara1	0198AbuNuwasShacir.Diwan.ShamAY0037852-ara1	RELEASE	0.46454	[0.46454]
0130IbnBashirKhariji.Diwan.JK007627-ara1	0211AbuCatahiya.Diwan.ShamAY0037815-ara1	RELEASE	0.46397	[0.46397, 0.44277]
0130IbnBashirKhariji.Diwan.JK007627-ara1	0231AbuTamam.Diwan.ShamAY0037821-ara1	RELEASE	0.46389	[0.46389]
0130IbnBashirKhariji.Diwan.JK007627-ara1	0173SayyidHimyari.Diwan.ShamAY0037888-ara1	RELEASE	0.46372	[0.46372, 0.44376]
