source	target	lib	tfidfMax	tfidfDistances
0181IbnMubarak.Diwan.ShamAY0037919-ara1	37919.json	RAWrabicaShamAY3	0.99813	[0.99813]
0181IbnMubarak.Diwan.ShamAY0037919-ara1	0526IbnAbiYacla.TabaqatHanabila.JK000213-ara1	RELEASE	0.65276	[0.65276, 0.65152]
0181IbnMubarak.Diwan.ShamAY0037919-ara1	1428MajdDinMuayyadi.Tuhaf.Zaydiyya0000086-ara1	RELEASE	0.65115	[0.65115, 0.65085]
0181IbnMubarak.Diwan.ShamAY0037919-ara1	0325IbnSahlRazi.AkhbarFakhkh.Zaydiyya0000089-ara1	RELEASE	0.63814	[0.63814]
0181IbnMubarak.Diwan.ShamAY0037919-ara1	0362AbuFarajIsbahani.MaqatilTalibiyyin.Zaydiyya0000154-ara1	RELEASE	0.63795	[0.63795]
0181IbnMubarak.Diwan.ShamAY0037919-ara1	1428MajdDinMuayyadi.Tuhaf.Zaydiyya0000392-ara1	RELEASE	0.63257	[0.63257]
0181IbnMubarak.Diwan.ShamAY0037919-ara1	000551Vols.automARkdown	RAW_Masaha	0.62832	[0.62832]
0181IbnMubarak.Diwan.ShamAY0037919-ara1	33750.json	RAWrabicaShamAY2	0.62674	[0.62674]
0181IbnMubarak.Diwan.ShamAY0037919-ara1	000537Vols.automARkdown	RAW_Masaha	0.62168	[0.62168]
0181IbnMubarak.Diwan.ShamAY0037919-ara1	210.html	RAWrabicaRafed	0.61821	[0.61821]
0181IbnMubarak.Diwan.ShamAY0037919-ara1	0515IbnMuhammadAminDinTarabulusi.MajmucLatif.Shamela0009096-ara1	RELEASE	0.6182	[0.6182, 0.60956]
0181IbnMubarak.Diwan.ShamAY0037919-ara1	Sham30K0002659	RAWrabica005000	0.61483	[0.61483]
0181IbnMubarak.Diwan.ShamAY0037919-ara1	34556.json	RAWrabicaShamAY3	0.61292	[0.61292]
0181IbnMubarak.Diwan.ShamAY0037919-ara1	34857.json	RAWrabicaShamAY3	0.61267	[0.61267]
0181IbnMubarak.Diwan.ShamAY0037919-ara1	35252.json	RAWrabicaShamAY3	0.61233	[0.61233]
0181IbnMubarak.Diwan.ShamAY0037919-ara1	12067.bok.json	RAWrabicaSham19Y	0.60987	[0.60987]
0181IbnMubarak.Diwan.ShamAY0037919-ara1	474.html	RAWrabicaRafed	0.60944	[0.60944]
0181IbnMubarak.Diwan.ShamAY0037919-ara1	12067.json	RAWrabicaShamAY2	0.6079	[0.6079]
0181IbnMubarak.Diwan.ShamAY0037919-ara1	000001Vols.automARkdown	RAW_Masaha	0.60433	[0.60433]
