source	target	lib	tfidfMax	tfidfDistances
0183AbuHayyaNumayri.Shicr.Sham19Y0148540-ara1	Shamela148540.txt	raw_ShamelaY19	1.0	[1.0]
0183AbuHayyaNumayri.Shicr.Sham19Y0148540-ara1	0609AbuCabbasJarrawi.HamasaMaghribiyya.JK006908-ara1	RELEASE	0.61659	[0.61659]
0183AbuHayyaNumayri.Shicr.Sham19Y0148540-ara1	6902.bok.json	RAWrabicaSham19Y	0.61526	[0.61526]
0183AbuHayyaNumayri.Shicr.Sham19Y0148540-ara1	6902.json	RAWrabicaShamAY1	0.61385	[0.61385]
0183AbuHayyaNumayri.Shicr.Sham19Y0148540-ara1	0429AbuMansurThacalibi.YatimatDahr.JK001317-ara1	RELEASE	0.60218	[0.60218]
0183AbuHayyaNumayri.Shicr.Sham19Y0148540-ara1	0429AbuMansurThacalibi.YatimatDahr.Shamela0006743-ara1	RELEASE	0.60207	[0.60207, 0.60022]
0183AbuHayyaNumayri.Shicr.Sham19Y0148540-ara1	0429AbuMansurThacalibi.YatimatDahr.Shia004644Vols-ara1	RELEASE	0.60199	[0.60199]
0183AbuHayyaNumayri.Shicr.Sham19Y0148540-ara1	6743.json	RAWrabicaShamAY1	0.59928	[0.59928]
0183AbuHayyaNumayri.Shicr.Sham19Y0148540-ara1	5375.json	RAWrabicaShamAY1	0.58494	[0.58494]
0183AbuHayyaNumayri.Shicr.Sham19Y0148540-ara1	0597IbnMubarakBaghdadi.MuntahaTalab.JK010732-ara1	RELEASE	0.58478	[0.58478]
0183AbuHayyaNumayri.Shicr.Sham19Y0148540-ara1	0710IbnAydamurMustacsimi.DurrFarid.Sham19Y0020762-ara1	RELEASE	0.58226	[0.58226]
0183AbuHayyaNumayri.Shicr.Sham19Y0148540-ara1	0296IbnMuctazz.Badic.JK010077-ara1	RELEASE	0.58136	[0.58136]
0183AbuHayyaNumayri.Shicr.Sham19Y0148540-ara1	0297IbnDawudZahiri.Zahra.JK010738-ara1	RELEASE	0.58117	[0.58117]
0183AbuHayyaNumayri.Shicr.Sham19Y0148540-ara1	0297IbnDawudZahiri.Zahra.Shamela0000738-ara1	RELEASE	0.58117	[0.58117, 0.57908]
0183AbuHayyaNumayri.Shicr.Sham19Y0148540-ara1	0738.bok.json	RAWrabicaSham19Y	0.57876	[0.57876]
0183AbuHayyaNumayri.Shicr.Sham19Y0148540-ara1	732.json	RAWrabicaShamAY1	0.57854	[0.57854]
0183AbuHayyaNumayri.Shicr.Sham19Y0148540-ara1	738.json	RAWrabicaShamAY1	0.57708	[0.57708]
0183AbuHayyaNumayri.Shicr.Sham19Y0148540-ara1	0300IbnZakariyaHajari.Tacliqat.JK010664-ara1	RELEASE	0.57149	[0.57149, 0.56547]
0183AbuHayyaNumayri.Shicr.Sham19Y0148540-ara1	0429AbuMansurThacalibi.MutanabbiWaMaLahu.Shamela0037032-ara1	RELEASE	0.56898	[0.56898, 0.56686]
0183AbuHayyaNumayri.Shicr.Sham19Y0148540-ara1	0584IbnMunqidhShayzari.ManazilWaDiyar.Shamela0005416-ara1	RELEASE	0.56656	[0.56656, 0.56444]
0183AbuHayyaNumayri.Shicr.Sham19Y0148540-ara1	0170AbuZaydQurashi.JamharatAshcarCarab.Shamela0001487-ara1	RELEASE	0.56601	[0.56601, 0.56512]
0183AbuHayyaNumayri.Shicr.Sham19Y0148540-ara1	0300IbnZakariyaHajari.Tacliqat.Shamela0000664-ara1	RELEASE	0.56559	[0.56559]
0183AbuHayyaNumayri.Shicr.Sham19Y0148540-ara1	0517IbnKhayyatShacir.Diwan.Sham19Y0148537-ara1	RELEASE	0.56549	[0.56549, 0.56542]
0183AbuHayyaNumayri.Shicr.Sham19Y0148540-ara1	0622IbnShamsKhilafa.AdabNafica.Shamela0005433-ara1	RELEASE	0.56531	[0.56531]
0183AbuHayyaNumayri.Shicr.Sham19Y0148540-ara1	0538JarAllahZamakhshari.MustaqsaFiAmthal.Shamela0006895-ara1	RELEASE	0.56462	[0.56462]
0183AbuHayyaNumayri.Shicr.Sham19Y0148540-ara1	0538JarAllahZamakhshari.MustaqsaFiAmthal.JK000975-ara1	RELEASE	0.56457	[0.56457, 0.5624]
0183AbuHayyaNumayri.Shicr.Sham19Y0148540-ara1	389.json	RAWrabicaShamAY1	0.5641	[0.5641]
0183AbuHayyaNumayri.Shicr.Sham19Y0148540-ara1	148537.bok.json	RAWrabicaSham19Y	0.56279	[0.56279]
0183AbuHayyaNumayri.Shicr.Sham19Y0148540-ara1	0429AbuMansurThacalibi.Tamthil.JK010529-ara1	RELEASE	0.56277	[0.56277]
0183AbuHayyaNumayri.Shicr.Sham19Y0148540-ara1	0429AbuMansurThacalibi.Tamthil.Shamela0005683-ara1	RELEASE	0.56267	[0.56267, 0.56013]
0183AbuHayyaNumayri.Shicr.Sham19Y0148540-ara1	Shamela020762.txt	raw_ShamelaY19	0.56199	[0.56199]
0183AbuHayyaNumayri.Shicr.Sham19Y0148540-ara1	5416.json	RAWrabicaShamAY1	0.56173	[0.56173]
