source	target	lib	tfidfMax	tfidfDistances
0001LaqitIbnYacmur.Diwan.JK007528-ara1	37835.json	RAWrabicaShamAY3	0.97785	[0.97785]
0001LaqitIbnYacmur.Diwan.JK007528-ara1	0001LaqitIbnYacmur.Diwan.ShamAY0037835-ara1	RELEASE	0.95474	[0.95474]
0001LaqitIbnYacmur.Diwan.JK007528-ara1	11184.json	RAWrabicaShamAY2	0.29722	[0.29722]
0001LaqitIbnYacmur.Diwan.JK007528-ara1	0542IbnCaliDiyaDinIbnShajari.MukhtaratShucara.Shamela0000740-ara1	RELEASE	0.27896	[0.27896]
0001LaqitIbnYacmur.Diwan.JK007528-ara1	0740.bok.json	RAWrabicaSham19Y	0.27699	[0.27699]
0001LaqitIbnYacmur.Diwan.JK007528-ara1	407.json	RAWrabicaShamAY1	0.27574	[0.27574]
0001LaqitIbnYacmur.Diwan.JK007528-ara1	0421IbnMuhammadMarzuqi.AmaliMarzuqi.Shamela0000722-ara1	RELEASE	0.27192	[0.27192]
0001LaqitIbnYacmur.Diwan.JK007528-ara1	0421IbnMuhammadMarzuqi.AmaliMarzuqi.JK010722-ara1	RELEASE	0.2719	[0.2719]
0001LaqitIbnYacmur.Diwan.JK007528-ara1	0722.bok.json	RAWrabicaSham19Y	0.27169	[0.27169]
0001LaqitIbnYacmur.Diwan.JK007528-ara1	722.json	RAWrabicaShamAY1	0.27033	[0.27033]
0001LaqitIbnYacmur.Diwan.JK007528-ara1	Sham30K0033937	RAWrabica020000	0.26716	[0.26716]
0001LaqitIbnYacmur.Diwan.JK007528-ara1	0429AbuMansurThacalibi.Tamthil.Shamela0005683-ara1	RELEASE	0.26107	[0.26107]
0001LaqitIbnYacmur.Diwan.JK007528-ara1	0429AbuMansurThacalibi.Tamthil.JK010529-ara1	RELEASE	0.26107	[0.26107]
0001LaqitIbnYacmur.Diwan.JK007528-ara1	5683.bok.json	RAWrabicaSham19Y	0.26085	[0.26085]
0001LaqitIbnYacmur.Diwan.JK007528-ara1	0583SibtIbnTacawidhiShacir.Diwan.ShamAY0037949-ara1	RELEASE	0.25954	[0.25954]
0001LaqitIbnYacmur.Diwan.JK007528-ara1	0583SibtIbnTacawidhiShacir.Diwan.JK007618-ara1	RELEASE	0.2594	[0.2594]
0001LaqitIbnYacmur.Diwan.JK007528-ara1	5683.json	RAWrabicaShamAY1	0.25915	[0.25915]
0001LaqitIbnYacmur.Diwan.JK007528-ara1	1900.html	RAWrabicaRafed	0.25793	[0.25793]
0001LaqitIbnYacmur.Diwan.JK007528-ara1	0449AbuCalaMacarri.Diwan.JK007580-ara1	RELEASE	0.25624	[0.25624]
0001LaqitIbnYacmur.Diwan.JK007528-ara1	0167BashsharIbnBurdShacir.Diwan.ShamAY0037930-ara1	RELEASE	0.25619	[0.25619]
0001LaqitIbnYacmur.Diwan.JK007528-ara1	0167BashsharIbnBurdShacir.Diwan.JK007613-ara1	RELEASE	0.25599	[0.25599]
0001LaqitIbnYacmur.Diwan.JK007528-ara1	37949.json	RAWrabicaShamAY3	0.25424	[0.25424]
0001LaqitIbnYacmur.Diwan.JK007528-ara1	2665.html	RAWrabicaRafed	0.25412	[0.25412]
0001LaqitIbnYacmur.Diwan.JK007528-ara1	0198AbuNuwasShacir.Diwan.JK007604-ara1	RELEASE	0.25211	[0.25211]
0001LaqitIbnYacmur.Diwan.JK007528-ara1	37857.json	RAWrabicaShamAY3	0.25178	[0.25178]
0001LaqitIbnYacmur.Diwan.JK007528-ara1	0357AbuFirasHamdani.Diwan.JK007584-ara1	RELEASE	0.25163	[0.25163]
0001LaqitIbnYacmur.Diwan.JK007528-ara1	0198AbuNuwasShacir.Diwan.ShamAY0037852-ara1	RELEASE	0.25125	[0.25125]
0001LaqitIbnYacmur.Diwan.JK007528-ara1	11400.json	RAWrabicaShamAY2	0.25084	[0.25084]
0001LaqitIbnYacmur.Diwan.JK007528-ara1	1791.bok.json	RAWrabicaSham19Y	0.25053	[0.25053]
0001LaqitIbnYacmur.Diwan.JK007528-ara1	37930.json	RAWrabicaShamAY3	0.25044	[0.25044]
