source	target	lib	tfidfMax	tfidfDistances
0170KhalilFarahidi.JumalFiNahw.ShamAY0034704-ara1	0170KhalilFarahidi.JumalFiNahw.Shamela0006961-ara1	RELEASE	0.99848	[0.99848]
0170KhalilFarahidi.JumalFiNahw.ShamAY0034704-ara1	34704.json	RAWrabicaShamAY3	0.99686	[0.99686]
0170KhalilFarahidi.JumalFiNahw.ShamAY0034704-ara1	6961.json	RAWrabicaShamAY1	0.99119	[0.99119]
0170KhalilFarahidi.JumalFiNahw.ShamAY0034704-ara1	0170KhalilFarahidi.JumalFiNahw.JK001109-ara1	RELEASE	0.98536	[0.98536]
0170KhalilFarahidi.JumalFiNahw.ShamAY0034704-ara1	16342.automARkdown	RAW_Ghbook	0.80892	[0.80892]
0170KhalilFarahidi.JumalFiNahw.ShamAY0034704-ara1	0207IbnZiyadFarra.MacaniQuran.Shamela0023634-ara1	RELEASE	0.75311	[0.75311]
0170KhalilFarahidi.JumalFiNahw.ShamAY0034704-ara1	Shamela023634.txt	raw_ShamelaY19	0.7497	[0.7497]
0170KhalilFarahidi.JumalFiNahw.ShamAY0034704-ara1	0215AkhfashAwsat.MacaniQuran.Shamela0022371-ara1	RELEASE	0.73907	[0.73907]
0170KhalilFarahidi.JumalFiNahw.ShamAY0034704-ara1	Shamela022371.txt	raw_ShamelaY19	0.73864	[0.73864]
0170KhalilFarahidi.JumalFiNahw.ShamAY0034704-ara1	22371.json	RAWrabicaShamAY2	0.73594	[0.73594]
0170KhalilFarahidi.JumalFiNahw.ShamAY0034704-ara1	Sham30K0033803	RAWrabica020000	0.73441	[0.73441]
0170KhalilFarahidi.JumalFiNahw.ShamAY0034704-ara1	23634.json	RAWrabicaShamAY2	0.71572	[0.71572]
0170KhalilFarahidi.JumalFiNahw.ShamAY0034704-ara1	2542.html	RAWrabicaRafed	0.71364	[0.71364]
0170KhalilFarahidi.JumalFiNahw.ShamAY0034704-ara1	0510CawtabiSuhari.Ibana.Sham19Y0017879-ara1	RELEASE	0.71304	[0.71304]
0170KhalilFarahidi.JumalFiNahw.ShamAY0034704-ara1	0180Sibawayh.KitabSibawayh.Shamela0023018-ara1	RELEASE	0.7114	[0.7114]
0170KhalilFarahidi.JumalFiNahw.ShamAY0034704-ara1	Shamela023018.txt	raw_ShamelaY19	0.70952	[0.70952]
0170KhalilFarahidi.JumalFiNahw.ShamAY0034704-ara1	0276IbnQutaybaDinawari.TawilMushkilQuran.Shamela0023596-ara1	RELEASE	0.70874	[0.70874]
0170KhalilFarahidi.JumalFiNahw.ShamAY0034704-ara1	0180Sibawayh.KitabSibawayh.JK006989-ara1	RELEASE	0.70872	[0.70872]
0170KhalilFarahidi.JumalFiNahw.ShamAY0034704-ara1	002554Vols.automARkdown	RAW_Masaha	0.70871	[0.70871]
0170KhalilFarahidi.JumalFiNahw.ShamAY0034704-ara1	0548IbnHasanTabarsi.TafsirMajmacBayan.Tafsir04003-ara1	RELEASE	0.70855	[0.70855]
0170KhalilFarahidi.JumalFiNahw.ShamAY0034704-ara1	23018.json	RAWrabicaShamAY2	0.70822	[0.70822]
0170KhalilFarahidi.JumalFiNahw.ShamAY0034704-ara1	Shamela021769.txt	raw_ShamelaY19	0.70693	[0.70693]
0170KhalilFarahidi.JumalFiNahw.ShamAY0034704-ara1	32670.json	RAWrabicaShamAY2	0.70691	[0.70691]
0170KhalilFarahidi.JumalFiNahw.ShamAY0034704-ara1	Shamela023596.txt	raw_ShamelaY19	0.70658	[0.70658]
0170KhalilFarahidi.JumalFiNahw.ShamAY0034704-ara1	0460ShaykhTusi.Tibyan.Tafsir04039-ara1	RELEASE	0.70378	[0.70378]
0170KhalilFarahidi.JumalFiNahw.ShamAY0034704-ara1	0548IbnHasanTabarsi.TafsirMajmacBayan.Shia002359Vols-ara1	RELEASE	0.70121	[0.70121]
0170KhalilFarahidi.JumalFiNahw.ShamAY0034704-ara1	1976.html	RAWrabicaRafed	0.70017	[0.70017]
