source	target	lib	tfidfMax	tfidfDistances
0104MujahidIbnJabr.Tafsir.Shia002456Vols-ara1	0104MujahidIbnJabr.Tafsir.JK000459-ara1	RELEASE	0.99079	[0.99079]
0104MujahidIbnJabr.Tafsir.Shia002456Vols-ara1	0104MujahidIbnJabr.Tafsir.ShamAY0034071-ara1	RELEASE	0.99053	[0.99053]
0104MujahidIbnJabr.Tafsir.Shia002456Vols-ara1	34071.json	RAWrabicaShamAY2	0.99012	[0.99012]
0104MujahidIbnJabr.Tafsir.Shia002456Vols-ara1	12810.json	RAWrabicaShamAY2	0.98906	[0.98906]
0104MujahidIbnJabr.Tafsir.Shia002456Vols-ara1	0104MujahidIbnJabr.Tafsir.Shamela0012810-ara2	RELEASE	0.98894	[0.98894]
0104MujahidIbnJabr.Tafsir.Shia002456Vols-ara1	0104MujahidIbnJabr.Tafsir.Tafsir02078-ara1	RELEASE	0.97567	[0.97567]
0104MujahidIbnJabr.Tafsir.Shia002456Vols-ara1	Shia002456Vols	RAWrabica040000	0.97197	[0.97197]
0104MujahidIbnJabr.Tafsir.Shia002456Vols-ara1	33707.json	RAWrabicaShamAY2	0.70423	[0.70423]
0104MujahidIbnJabr.Tafsir.Shia002456Vols-ara1	0347IbnHazlam.Mashyakha.Shamela0029933-ara1	RELEASE	0.70339	[0.70339, 0.68993]
0104MujahidIbnJabr.Tafsir.Shia002456Vols-ara1	0347IbnHazlam.Juz.ShamAY0033707-ara1	RELEASE	0.70324	[0.70324, 0.68985]
0104MujahidIbnJabr.Tafsir.Shia002456Vols-ara1	0343IbnSulaymanAtrabulusi.Hadith.Shamela0029862-ara1	RELEASE	0.6993	[0.6993]
0104MujahidIbnJabr.Tafsir.Shia002456Vols-ara1	0340IbnAcrabiBasri.Mucjam.JK011633-ara1	RELEASE	0.69597	[0.69597, 0.68325]
0104MujahidIbnJabr.Tafsir.Shia002456Vols-ara1	0227IbnMansurKhurasani.TafsirMinSunanSacid.Shamela0013008-ara1	RELEASE	0.69437	[0.69437]
0104MujahidIbnJabr.Tafsir.Shia002456Vols-ara1	13008.bok.json	RAWrabicaSham19Y	0.6937	[0.6937]
0104MujahidIbnJabr.Tafsir.Shia002456Vols-ara1	Shamela029933.txt	raw_ShamelaY19	0.69366	[0.69366]
0104MujahidIbnJabr.Tafsir.Shia002456Vols-ara1	13008.json	RAWrabicaShamAY2	0.69222	[0.69222]
0104MujahidIbnJabr.Tafsir.Shia002456Vols-ara1	29933.json	RAWrabicaShamAY2	0.69203	[0.69203]
0104MujahidIbnJabr.Tafsir.Shia002456Vols-ara1	0275AbuDawudSijistani.Zuhd.Shamela0008215-ara1	RELEASE	0.69156	[0.69156]
0104MujahidIbnJabr.Tafsir.Shia002456Vols-ara1	8215.json	RAWrabicaShamAY1	0.69155	[0.69155]
0104MujahidIbnJabr.Tafsir.Shia002456Vols-ara1	0275AbuDawudSijistani.Zuhd.JK011358-ara1	RELEASE	0.69044	[0.69044, 0.6768]
0104MujahidIbnJabr.Tafsir.Shia002456Vols-ara1	Shamela029862.txt	raw_ShamelaY19	0.69004	[0.69004]
0104MujahidIbnJabr.Tafsir.Shia002456Vols-ara1	29862.json	RAWrabicaShamAY2	0.68702	[0.68702]
0104MujahidIbnJabr.Tafsir.Shia002456Vols-ara1	915.json	RAWrabicaShamAY1	0.68566	[0.68566]
0104MujahidIbnJabr.Tafsir.Shia002456Vols-ara1	Sham30K0008215	RAWrabica010000	0.68535	[0.68535]
0104MujahidIbnJabr.Tafsir.Shia002456Vols-ara1	0340IbnAcrabiBasri.Mucjam.Shamela0021494-ara1	RELEASE	0.68319	[0.68319]
0104MujahidIbnJabr.Tafsir.Shia002456Vols-ara1	Shamela021494.txt	raw_ShamelaY19	0.68266	[0.68266]
0104MujahidIbnJabr.Tafsir.Shia002456Vols-ara1	0322AbuBakrZubayri.Fawaid.Shamela0030384-ara1	RELEASE	0.6817	[0.6817, 0.66881]
0104MujahidIbnJabr.Tafsir.Shia002456Vols-ara1	Shamela030384.txt	raw_ShamelaY19	0.67765	[0.67765]
0104MujahidIbnJabr.Tafsir.Shia002456Vols-ara1	0354IbnCabdAllahBazzaz.Fawaid.ShamAY0032846-ara1	RELEASE	0.66969	[0.66969]
0104MujahidIbnJabr.Tafsir.Shia002456Vols-ara1	0327IbnAbiHatimRazi.JarhWaTacdil.Shia003082Vols-ara1	RELEASE	0.66955	[0.66955]
0104MujahidIbnJabr.Tafsir.Shia002456Vols-ara1	0227IbnMansurKhurasani.Sunan.Shamela0013122-ara1	RELEASE	0.66932	[0.66932]
0104MujahidIbnJabr.Tafsir.Shia002456Vols-ara1	0327IbnAbiHatimRazi.JarhWaTacdil.Shamela0002170-ara1	RELEASE	0.66833	[0.66833, 0.65455]
0104MujahidIbnJabr.Tafsir.Shia002456Vols-ara1	7351.json	RAWrabicaShamAY1	0.66736	[0.66736]
0104MujahidIbnJabr.Tafsir.Shia002456Vols-ara1	30384.json	RAWrabicaShamAY2	0.66725	[0.66725]
0104MujahidIbnJabr.Tafsir.Shia002456Vols-ara1	32846.json	RAWrabicaShamAY2	0.66694	[0.66694]
0104MujahidIbnJabr.Tafsir.Shia002456Vols-ara1	13122.json	RAWrabicaShamAY2	0.66598	[0.66598]
0104MujahidIbnJabr.Tafsir.Shia002456Vols-ara1	0370IbnQasimKhayyat.Hadith.Shamela0029725-ara1	RELEASE	0.66505	[0.66505, 0.65271]
0104MujahidIbnJabr.Tafsir.Shia002456Vols-ara1	0286IbnWaddahQurtubi.Bidac.ShamAY0033904-ara1	RELEASE	0.66447	[0.66447]
0104MujahidIbnJabr.Tafsir.Shia002456Vols-ara1	8208.json	RAWrabicaShamAY1	0.66334	[0.66334]
0104MujahidIbnJabr.Tafsir.Shia002456Vols-ara1	33904.json	RAWrabicaShamAY2	0.66323	[0.66323]
0104MujahidIbnJabr.Tafsir.Shia002456Vols-ara1	0286IbnWaddahQurtubi.Bidac.Shamela0008208-ara1	RELEASE	0.66249	[0.66249, 0.6492]
0104MujahidIbnJabr.Tafsir.Shia002456Vols-ara1	0578IbnBashkuwal.AtharMarwiyya.Shamela0026426-ara1	RELEASE	0.66191	[0.66191, 0.64957]
0104MujahidIbnJabr.Tafsir.Shia002456Vols-ara1	Shamela026426.txt	raw_ShamelaY19	0.6615	[0.6615]
0104MujahidIbnJabr.Tafsir.Shia002456Vols-ara1	0347IbnHazlam.Juz.Shamela0029720-ara1	RELEASE	0.66098	[0.66098]
0104MujahidIbnJabr.Tafsir.Shia002456Vols-ara1	8208.bok.json	RAWrabicaSham19Y	0.65984	[0.65984]
0104MujahidIbnJabr.Tafsir.Shia002456Vols-ara1	2170.json	RAWrabicaShamAY1	0.65944	[0.65944]
0104MujahidIbnJabr.Tafsir.Shia002456Vols-ara1	26426.json	RAWrabicaShamAY2	0.65862	[0.65862]
0104MujahidIbnJabr.Tafsir.Shia002456Vols-ara1	2170.bok.json	RAWrabicaSham19Y	0.65812	[0.65812]
0104MujahidIbnJabr.Tafsir.Shia002456Vols-ara1	0307IbnHarunRuyani.Musnad.Shamela0013161-ara1	RELEASE	0.65769	[0.65769]
0104MujahidIbnJabr.Tafsir.Shia002456Vols-ara1	Sham30K0008208	RAWrabica010000	0.65663	[0.65663]
0104MujahidIbnJabr.Tafsir.Shia002456Vols-ara1	13161.json	RAWrabicaShamAY2	0.65423	[0.65423]
0104MujahidIbnJabr.Tafsir.Shia002456Vols-ara1	0597IbnJawzi.CilalMutanahiyya.Shamela0007351-ara1	RELEASE	0.65378	[0.65378]
0104MujahidIbnJabr.Tafsir.Shia002456Vols-ara1	0430AbuNucaymIsbahani.RiyadatAbdan.JK000596-ara1	RELEASE	0.65266	[0.65266, 0.64148]
0104MujahidIbnJabr.Tafsir.Shia002456Vols-ara1	Sham30K0038961	RAWrabica025000	0.65252	[0.65252]
0104MujahidIbnJabr.Tafsir.Shia002456Vols-ara1	Sham30K0038853	RAWrabica025000	0.65242	[0.65242]
0104MujahidIbnJabr.Tafsir.Shia002456Vols-ara1	29725.json	RAWrabicaShamAY2	0.65233	[0.65233]
0104MujahidIbnJabr.Tafsir.Shia002456Vols-ara1	0430AbuNucaymIsbahani.RiyadatAbdan.Shamela0013118-ara1	RELEASE	0.65075	[0.65075]
0104MujahidIbnJabr.Tafsir.Shia002456Vols-ara1	Sham30K0034123	RAWrabica020000	0.64942	[0.64942]
0104MujahidIbnJabr.Tafsir.Shia002456Vols-ara1	0454IbnAhmadRazi.FadailQuran.Shamela0001600-ara1	RELEASE	0.64818	[0.64818, 0.63616]
0104MujahidIbnJabr.Tafsir.Shia002456Vols-ara1	29720.json	RAWrabicaShamAY2	0.64756	[0.64756]
0104MujahidIbnJabr.Tafsir.Shia002456Vols-ara1	Shamela022367.txt	raw_ShamelaY19	0.64677	[0.64677]
0104MujahidIbnJabr.Tafsir.Shia002456Vols-ara1	Shia003082Vols	RAWrabica045000	0.64672	[0.64672]
0104MujahidIbnJabr.Tafsir.Shia002456Vols-ara1	0463IbnCabdBarr.JamicBayan.Shamela0022367-ara1	RELEASE	0.64634	[0.64634]
0104MujahidIbnJabr.Tafsir.Shia002456Vols-ara1	0365IbnCadiJurjani.KamilFiDucafa.JK001069-ara3	RELEASE	0.64584	[0.64584]
0104MujahidIbnJabr.Tafsir.Shia002456Vols-ara1	0365IbnCadiJurjani.KamilFiDucafa.Shamela0005827-ara3	RELEASE	0.64551	[0.64551]
0104MujahidIbnJabr.Tafsir.Shia002456Vols-ara1	Shamela029720.txt	raw_ShamelaY19	0.64468	[0.64468]
0104MujahidIbnJabr.Tafsir.Shia002456Vols-ara1	0381IbnCabdRahmanZuhri.Hadith.JK011496-ara1	RELEASE	0.64429	[0.64429, 0.63056]
0104MujahidIbnJabr.Tafsir.Shia002456Vols-ara1	Shamela029725.txt	raw_ShamelaY19	0.64409	[0.64409]
0104MujahidIbnJabr.Tafsir.Shia002456Vols-ara1	1600.json	RAWrabicaShamAY1	0.64395	[0.64395]
0104MujahidIbnJabr.Tafsir.Shia002456Vols-ara1	0463IbnCabdBarr.JamicBayan.ShamAY0034003-ara1	RELEASE	0.64376	[0.64376]
0104MujahidIbnJabr.Tafsir.Shia002456Vols-ara1	0331IbnMukhalladCattar.MuntaqaHadith.Shamela0029859-ara1	RELEASE	0.64235	[0.64235, 0.63381]
0104MujahidIbnJabr.Tafsir.Shia002456Vols-ara1	1501.json	RAWrabicaShamAY1	0.64201	[0.64201]
0104MujahidIbnJabr.Tafsir.Shia002456Vols-ara1	22367.json	RAWrabicaShamAY2	0.64173	[0.64173]
0104MujahidIbnJabr.Tafsir.Shia002456Vols-ara1	34003.json	RAWrabicaShamAY2	0.64159	[0.64159]
0104MujahidIbnJabr.Tafsir.Shia002456Vols-ara1	0286IbnWaddahQurtubi.Bidac.JK011317-ara1	RELEASE	0.63988	[0.63988]
0104MujahidIbnJabr.Tafsir.Shia002456Vols-ara1	Shamela029859.txt	raw_ShamelaY19	0.63885	[0.63885]
