source	target	lib	tfidfMax	tfidfDistances
0150AbuHanifa.FiqhAbsat.Shamela0006387-ara1	0150AbuHanifa.FiqhAbsat.JK006837-ara1	RELEASE	0.99924	[0.99924]
0150AbuHanifa.FiqhAbsat.Shamela0006387-ara1	6387.json	RAWrabicaShamAY1	0.99817	[0.99817]
0150AbuHanifa.FiqhAbsat.Shamela0006387-ara1	6388.json	RAWrabicaShamAY1	0.954	[0.954]
0150AbuHanifa.FiqhAbsat.Shamela0006387-ara1	6388.bok.json	RAWrabicaSham19Y	0.9447	[0.9447]
0150AbuHanifa.FiqhAbsat.Shamela0006387-ara1	33854.json	RAWrabicaShamAY2	0.94455	[0.94455]
0150AbuHanifa.FiqhAbsat.Shamela0006387-ara1	13084.json	RAWrabicaShamAY2	0.78797	[0.78797]
0150AbuHanifa.FiqhAbsat.Shamela0006387-ara1	13084.bok.json	RAWrabicaSham19Y	0.787	[0.787]
0150AbuHanifa.FiqhAbsat.Shamela0006387-ara1	0380AbuBakrKalabadhi.BahrFawaid.Shamela0013084-ara1	RELEASE	0.78605	[0.78605, 0.78469]
0150AbuHanifa.FiqhAbsat.Shamela0006387-ara1	10488.json	RAWrabicaShamAY1	0.78538	[0.78538]
0150AbuHanifa.FiqhAbsat.Shamela0006387-ara1	0373AbuLaythSamarqandi.TanbihGhafilin.Shamela0010488-ara1	RELEASE	0.78479	[0.78479, 0.78277]
0150AbuHanifa.FiqhAbsat.Shamela0006387-ara1	0380AbuBakrKalabadhi.BahrFawaid.JK009190-ara1	RELEASE	0.78311	[0.78311]
0150AbuHanifa.FiqhAbsat.Shamela0006387-ara1	004741.automARkdown	RAW_Masaha	0.78024	[0.78024]
0150AbuHanifa.FiqhAbsat.Shamela0006387-ara1	1317KhayrDinAlusi.FathAllahHamid.Sham19Y0011326-ara1	RELEASE	0.77569	[0.77569]
0150AbuHanifa.FiqhAbsat.Shamela0006387-ara1	35962.json	RAWrabicaShamAY3	0.7749	[0.7749]
0150AbuHanifa.FiqhAbsat.Shamela0006387-ara1	Shamela036185.txt	raw_ShamelaY19	0.77442	[0.77442]
0150AbuHanifa.FiqhAbsat.Shamela0006387-ara1	Shamela021543.txt	raw_ShamelaY19	0.77171	[0.77171]
0150AbuHanifa.FiqhAbsat.Shamela0006387-ara1	Shamela035453.txt	raw_ShamelaY19	0.7708	[0.7708]
0150AbuHanifa.FiqhAbsat.Shamela0006387-ara1	35647.json	RAWrabicaShamAY3	0.77067	[0.77067]
