source	target	lib	tfidfMax	tfidfDistances
0001CamrIbnQumaya.Diwan.JK007523-ara1	37903.json	RAWrabicaShamAY3	0.995	[0.995]
0001CamrIbnQumaya.Diwan.JK007523-ara1	0001CamrIbnQumaya.Diwan.ShamAY0037903-ara1	RELEASE	0.98605	[0.98605]
0001CamrIbnQumaya.Diwan.JK007523-ara1	Shamela149481.txt	raw_ShamelaY19	0.76088	[0.76088]
0001CamrIbnQumaya.Diwan.JK007523-ara1	0296IbnMuctazz.Diwan.JK007592-ara1	RELEASE	0.40773	[0.40773, 0.39448]
0001CamrIbnQumaya.Diwan.JK007523-ara1	0198AbuNuwasShacir.Diwan.JK007604-ara1	RELEASE	0.4014	[0.4014, 0.38819]
0001CamrIbnQumaya.Diwan.JK007523-ara1	0093IbnAbiRabica.Diwan.JK007556-ara1	RELEASE	0.40072	[0.40072, 0.38711]
0001CamrIbnQumaya.Diwan.JK007523-ara1	0357AbuFirasHamdani.Diwan.JK007584-ara1	RELEASE	0.4004	[0.4004, 0.38721]
0001CamrIbnQumaya.Diwan.JK007523-ara1	0584IbnMunqidhShayzari.Diwan.JK007587-ara1	RELEASE	0.39772	[0.39772, 0.38486]
0001CamrIbnQumaya.Diwan.JK007523-ara1	0449AbuCalaMacarri.Diwan.JK007580-ara1	RELEASE	0.39681	[0.39681]
0001CamrIbnQumaya.Diwan.JK007523-ara1	0296IbnMuctazz.Diwan.ShamAY0037841-ara1	RELEASE	0.39385	[0.39385]
0001CamrIbnQumaya.Diwan.JK007523-ara1	0597IbnMubarakBaghdadi.MuntahaTalab.JK010732-ara1	RELEASE	0.3916	[0.3916]
0001CamrIbnQumaya.Diwan.JK007523-ara1	37841.json	RAWrabicaShamAY3	0.39122	[0.39122]
0001CamrIbnQumaya.Diwan.JK007523-ara1	0246DicbilKhuzaci.Diwan.JK007615-ara1	RELEASE	0.39061	[0.39061, 0.37587]
0001CamrIbnQumaya.Diwan.JK007523-ara1	0630IbnCunayn.Diwan.JK007597-ara1	RELEASE	0.38896	[0.38896]
0001CamrIbnQumaya.Diwan.JK007523-ara1	0093IbnAbiRabica.Diwan.ShamAY0037902-ara1	RELEASE	0.38802	[0.38802]
0001CamrIbnQumaya.Diwan.JK007523-ara1	0360KushajimShacir.Diwan.JK007626-ara1	RELEASE	0.3877	[0.3877, 0.37355]
0001CamrIbnQumaya.Diwan.JK007523-ara1	0198AbuNuwasShacir.Diwan.ShamAY0037852-ara1	RELEASE	0.38738	[0.38738]
0001CamrIbnQumaya.Diwan.JK007523-ara1	1332MahmudSamiBarudi.Diwan.ShamAY0037857-ara1	RELEASE	0.38525	[0.38525]
0001CamrIbnQumaya.Diwan.JK007523-ara1	0584IbnMunqidhShayzari.Diwan.ShamAY0037915-ara1	RELEASE	0.38517	[0.38517]
0001CamrIbnQumaya.Diwan.JK007523-ara1	0054HassanIbnThabit.Diwan.JK007534-ara1	RELEASE	0.38481	[0.38481]
0001CamrIbnQumaya.Diwan.JK007523-ara1	0357AbuFirasHamdani.Diwan.ShamAY0037823-ara1	RELEASE	0.38472	[0.38472]
0001CamrIbnQumaya.Diwan.JK007523-ara1	37852.json	RAWrabicaShamAY3	0.38437	[0.38437]
0001CamrIbnQumaya.Diwan.JK007523-ara1	37823.json	RAWrabicaShamAY3	0.38319	[0.38319]
0001CamrIbnQumaya.Diwan.JK007523-ara1	37902.json	RAWrabicaShamAY3	0.3827	[0.3827]
0001CamrIbnQumaya.Diwan.JK007523-ara1	0406SharifRadi.Diwan.JK007608-ara1	RELEASE	0.38217	[0.38217, 0.36918]
0001CamrIbnQumaya.Diwan.JK007523-ara1	37915.json	RAWrabicaShamAY3	0.38133	[0.38133]
0001CamrIbnQumaya.Diwan.JK007523-ara1	0167BashsharIbnBurdShacir.Diwan.JK007613-ara1	RELEASE	0.38097	[0.38097, 0.36826]
0001CamrIbnQumaya.Diwan.JK007523-ara1	0090AkhtalShacir.Diwan.JK007544-ara1	RELEASE	0.37991	[0.37991, 0.36363]
0001CamrIbnQumaya.Diwan.JK007523-ara1	0583SibtIbnTacawidhiShacir.Diwan.JK007618-ara1	RELEASE	0.37833	[0.37833, 0.36561]
0001CamrIbnQumaya.Diwan.JK007523-ara1	0040CaliIbnAbiTalib.Diwan.JK007540-ara1	RELEASE	0.37773	[0.37773, 0.36493]
0001CamrIbnQumaya.Diwan.JK007523-ara1	0328IbnCabdRabbihi.Diwan.JK007571-ara1	RELEASE	0.37713	[0.37713, 0.3635]
0001CamrIbnQumaya.Diwan.JK007523-ara1	0045JarwalIbnAwsHutaya.Diwan.JK007531-ara1	RELEASE	0.37701	[0.37701, 0.36183]
0001CamrIbnQumaya.Diwan.JK007523-ara1	0246DicbilKhuzaci.Diwan.ShamAY0037947-ara1	RELEASE	0.3768	[0.3768]
0001CamrIbnQumaya.Diwan.JK007523-ara1	0192IbnAhnaf.Diwan.JK007582-ara1	RELEASE	0.37583	[0.37583, 0.3628]
0001CamrIbnQumaya.Diwan.JK007523-ara1	732.json	RAWrabicaShamAY1	0.37495	[0.37495]
0001CamrIbnQumaya.Diwan.JK007523-ara1	0360KushajimShacir.Diwan.ShamAY0037962-ara1	RELEASE	0.37361	[0.37361]
0001CamrIbnQumaya.Diwan.JK007523-ara1	0105AhwasAnsari.Diwan.JK007543-ara1	RELEASE	0.37203	[0.37203, 0.35829]
0001CamrIbnQumaya.Diwan.JK007523-ara1	0548IbnQaysaraniShacir.Diwan.ShamAY0037840-ara1	RELEASE	0.37192	[0.37192, 0.35965]
0001CamrIbnQumaya.Diwan.JK007523-ara1	1119IbnMacsum.Diwan.ShamAY0037878-ara1	RELEASE	0.37159	[0.37159]
0001CamrIbnQumaya.Diwan.JK007523-ara1	37947.json	RAWrabicaShamAY3	0.37155	[0.37155]
0001CamrIbnQumaya.Diwan.JK007523-ara1	37875.json	RAWrabicaShamAY3	0.37077	[0.37077]
0001CamrIbnQumaya.Diwan.JK007523-ara1	37857.json	RAWrabicaShamAY3	0.37041	[0.37041]
0001CamrIbnQumaya.Diwan.JK007523-ara1	37962.json	RAWrabicaShamAY3	0.36984	[0.36984]
0001CamrIbnQumaya.Diwan.JK007523-ara1	0528HakamIbnAbiSalt.Diwan.ShamAY0037851-ara1	RELEASE	0.36963	[0.36963, 0.35828]
0001CamrIbnQumaya.Diwan.JK007523-ara1	0231AbuTamam.Diwan.JK007583-ara1	RELEASE	0.369	[0.369, 0.35688]
0001CamrIbnQumaya.Diwan.JK007523-ara1	0406SharifRadi.Diwan.ShamAY0037890-ara1	RELEASE	0.36872	[0.36872]
0001CamrIbnQumaya.Diwan.JK007523-ara1	0385WaWaDimashqi.Diwan.JK007611-ara1	RELEASE	0.36869	[0.36869, 0.35622]
