source	target	lib	tfidfMax	tfidfDistances
0001NabighaDhubyani.Diwan.JK007511-ara1	37896.json	RAWrabicaShamAY3	0.99901	[0.99901]
0001NabighaDhubyani.Diwan.JK007511-ara1	0001NabighaDhubyani.Diwan.ShamAY0037896-ara1	RELEASE	0.98684	[0.98684]
0001NabighaDhubyani.Diwan.JK007511-ara1	0198AbuNuwasShacir.Diwan.JK007604-ara1	RELEASE	0.63556	[0.63556, 0.63064]
0001NabighaDhubyani.Diwan.JK007511-ara1	0449AbuCalaMacarri.Diwan.JK007580-ara1	RELEASE	0.63484	[0.63484]
0001NabighaDhubyani.Diwan.JK007511-ara1	0198AbuNuwasShacir.Diwan.ShamAY0037852-ara1	RELEASE	0.62953	[0.62953]
0001NabighaDhubyani.Diwan.JK007511-ara1	0296IbnMuctazz.Diwan.JK007592-ara1	RELEASE	0.62809	[0.62809, 0.62383]
0001NabighaDhubyani.Diwan.JK007511-ara1	37852.json	RAWrabicaShamAY3	0.6242	[0.6242]
0001NabighaDhubyani.Diwan.JK007511-ara1	0296IbnMuctazz.Diwan.ShamAY0037841-ara1	RELEASE	0.62175	[0.62175]
0001NabighaDhubyani.Diwan.JK007511-ara1	37841.json	RAWrabicaShamAY3	0.61855	[0.61855]
0001NabighaDhubyani.Diwan.JK007511-ara1	0584IbnMunqidhShayzari.Diwan.JK007587-ara1	RELEASE	0.61717	[0.61717, 0.61287]
0001NabighaDhubyani.Diwan.JK007511-ara1	0584IbnMunqidhShayzari.Diwan.ShamAY0037915-ara1	RELEASE	0.6133	[0.6133]
0001NabighaDhubyani.Diwan.JK007511-ara1	0054HassanIbnThabit.Diwan.JK007534-ara1	RELEASE	0.61324	[0.61324]
0001NabighaDhubyani.Diwan.JK007511-ara1	0328IbnCabdRabbihi.Diwan.JK007571-ara1	RELEASE	0.60951	[0.60951, 0.60295]
0001NabighaDhubyani.Diwan.JK007511-ara1	0357AbuFirasHamdani.Diwan.JK007584-ara1	RELEASE	0.60899	[0.60899, 0.60405]
0001NabighaDhubyani.Diwan.JK007511-ara1	37915.json	RAWrabicaShamAY3	0.60642	[0.60642]
0001NabighaDhubyani.Diwan.JK007511-ara1	0360KushajimShacir.Diwan.JK007626-ara1	RELEASE	0.6058	[0.6058, 0.59918]
0001NabighaDhubyani.Diwan.JK007511-ara1	0328IbnCabdRabbihi.Diwan.ShamAY0037874-ara1	RELEASE	0.60326	[0.60326]
0001NabighaDhubyani.Diwan.JK007511-ara1	0357AbuFirasHamdani.Diwan.ShamAY0037823-ara1	RELEASE	0.60035	[0.60035]
0001NabighaDhubyani.Diwan.JK007511-ara1	1332MahmudSamiBarudi.Diwan.ShamAY0037857-ara1	RELEASE	0.60014	[0.60014]
0001NabighaDhubyani.Diwan.JK007511-ara1	0360KushajimShacir.Diwan.ShamAY0037962-ara1	RELEASE	0.59922	[0.59922]
0001NabighaDhubyani.Diwan.JK007511-ara1	37823.json	RAWrabicaShamAY3	0.5978	[0.5978]
0001NabighaDhubyani.Diwan.JK007511-ara1	37874.json	RAWrabicaShamAY3	0.59655	[0.59655]
0001NabighaDhubyani.Diwan.JK007511-ara1	0630IbnCunayn.Diwan.JK007597-ara1	RELEASE	0.59645	[0.59645]
0001NabighaDhubyani.Diwan.JK007511-ara1	0093IbnAbiRabica.Diwan.JK007556-ara1	RELEASE	0.59472	[0.59472, 0.58934]
0001NabighaDhubyani.Diwan.JK007511-ara1	0476AclamShantamari.AshcarShucara.Shamela0005449-ara1	RELEASE	0.59458	[0.59458, 0.59345]
0001NabighaDhubyani.Diwan.JK007511-ara1	37962.json	RAWrabicaShamAY3	0.59327	[0.59327]
0001NabighaDhubyani.Diwan.JK007511-ara1	0638IbnCarabi.Diwan.JK007629-ara1	RELEASE	0.59311	[0.59311]
0001NabighaDhubyani.Diwan.JK007511-ara1	0231AbuTamam.Diwan.JK007583-ara1	RELEASE	0.5929	[0.5929, 0.58775]
0001NabighaDhubyani.Diwan.JK007511-ara1	37857.json	RAWrabicaShamAY3	0.59196	[0.59196]
0001NabighaDhubyani.Diwan.JK007511-ara1	0167BashsharIbnBurdShacir.Diwan.JK007613-ara1	RELEASE	0.59097	[0.59097, 0.58573]
0001NabighaDhubyani.Diwan.JK007511-ara1	0093IbnAbiRabica.Diwan.ShamAY0037902-ara1	RELEASE	0.59089	[0.59089]
0001NabighaDhubyani.Diwan.JK007511-ara1	5449.json	RAWrabicaShamAY1	0.59043	[0.59043]
0001NabighaDhubyani.Diwan.JK007511-ara1	0583SibtIbnTacawidhiShacir.Diwan.JK007618-ara1	RELEASE	0.58841	[0.58841, 0.58317]
0001NabighaDhubyani.Diwan.JK007511-ara1	1119IbnMacsum.Diwan.ShamAY0037878-ara1	RELEASE	0.5877	[0.5877]
0001NabighaDhubyani.Diwan.JK007511-ara1	0231AbuTamam.Diwan.ShamAY0037821-ara1	RELEASE	0.58761	[0.58761]
0001NabighaDhubyani.Diwan.JK007511-ara1	0167BashsharIbnBurdShacir.Diwan.ShamAY0037930-ara1	RELEASE	0.58603	[0.58603]
0001NabighaDhubyani.Diwan.JK007511-ara1	0776LisanDinIbnKhatib.Diwan.ShamAY0037834-ara1	RELEASE	0.58568	[0.58568]
0001NabighaDhubyani.Diwan.JK007511-ara1	Sham30K0033927	RAWrabica020000	0.58386	[0.58386]
0001NabighaDhubyani.Diwan.JK007511-ara1	0583SibtIbnTacawidhiShacir.Diwan.ShamAY0037949-ara1	RELEASE	0.58357	[0.58357]
0001NabighaDhubyani.Diwan.JK007511-ara1	37875.json	RAWrabicaShamAY3	0.58346	[0.58346]
0001NabighaDhubyani.Diwan.JK007511-ara1	37902.json	RAWrabicaShamAY3	0.58276	[0.58276]
0001NabighaDhubyani.Diwan.JK007511-ara1	37821.json	RAWrabicaShamAY3	0.58141	[0.58141]
0001NabighaDhubyani.Diwan.JK007511-ara1	0246DicbilKhuzaci.Diwan.JK007615-ara1	RELEASE	0.58122	[0.58122, 0.57462]
0001NabighaDhubyani.Diwan.JK007511-ara1	0548IbnQaysaraniShacir.Diwan.ShamAY0037840-ara1	RELEASE	0.57964	[0.57964, 0.57499]
0001NabighaDhubyani.Diwan.JK007511-ara1	37930.json	RAWrabicaShamAY3	0.57963	[0.57963]
0001NabighaDhubyani.Diwan.JK007511-ara1	0750SafiDinHilli.Diwan.ShamAY0037951-ara1	RELEASE	0.57875	[0.57875]
0001NabighaDhubyani.Diwan.JK007511-ara1	0105AhwasAnsari.Diwan.JK007543-ara1	RELEASE	0.57727	[0.57727, 0.57069]
0001NabighaDhubyani.Diwan.JK007511-ara1	0090AkhtalShacir.Diwan.JK007544-ara1	RELEASE	0.57724	[0.57724, 0.56616]
0001NabighaDhubyani.Diwan.JK007511-ara1	37878.json	RAWrabicaShamAY3	0.57695	[0.57695]
0001NabighaDhubyani.Diwan.JK007511-ara1	37949.json	RAWrabicaShamAY3	0.57685	[0.57685]
0001NabighaDhubyani.Diwan.JK007511-ara1	0688ShabZarif.Diwan.JK007607-ara1	RELEASE	0.5768	[0.5768]
0001NabighaDhubyani.Diwan.JK007511-ara1	0211AbuCatahiya.Diwan.ShamAY0037815-ara1	RELEASE	0.57661	[0.57661, 0.57151]
0001NabighaDhubyani.Diwan.JK007511-ara1	0385WaWaDimashqi.Diwan.JK007611-ara1	RELEASE	0.57658	[0.57658, 0.57227]
0001NabighaDhubyani.Diwan.JK007511-ara1	37834.json	RAWrabicaShamAY3	0.5763	[0.5763]
0001NabighaDhubyani.Diwan.JK007511-ara1	0246DicbilKhuzaci.Diwan.ShamAY0037947-ara1	RELEASE	0.57625	[0.57625]
0001NabighaDhubyani.Diwan.JK007511-ara1	0528HakamIbnAbiSalt.Diwan.ShamAY0037851-ara1	RELEASE	0.57615	[0.57615, 0.57323]
0001NabighaDhubyani.Diwan.JK007511-ara1	0548IbnQaysaraniShacir.Diwan.JK007591-ara1	RELEASE	0.57487	[0.57487]
0001NabighaDhubyani.Diwan.JK007511-ara1	0040CaliIbnAbiTalib.Diwan.JK007540-ara1	RELEASE	0.57337	[0.57337, 0.56893]
0001NabighaDhubyani.Diwan.JK007511-ara1	0385WaWaDimashqi.Diwan.ShamAY0037832-ara1	RELEASE	0.57169	[0.57169]
0001NabighaDhubyani.Diwan.JK007511-ara1	0656BahaDinZuhayr.Diwan.ShamAY0037942-ara1	RELEASE	0.57157	[0.57157]
0001NabighaDhubyani.Diwan.JK007511-ara1	0105AhwasAnsari.Diwan.ShamAY0037939-ara1	RELEASE	0.57133	[0.57133]
0001NabighaDhubyani.Diwan.JK007511-ara1	0406SharifRadi.Diwan.JK007608-ara1	RELEASE	0.57105	[0.57105, 0.56559]
0001NabighaDhubyani.Diwan.JK007511-ara1	0040CaliIbnAbiTalib.Diwan.ShamAY0037911-ara1	RELEASE	0.57095	[0.57095]
0001NabighaDhubyani.Diwan.JK007511-ara1	0517IbnKhayyatShacir.Diwan.ShamAY0037837-ara1	RELEASE	0.57094	[0.57094]
