source	target	lib	tfidfMax	tfidfDistances
1450AkramFaluji.MucjamSaghir.Shamela0029982-ara1	210.json	RAWrabicaShamAY1	1.0	[1.0]
1450AkramFaluji.MucjamSaghir.Shamela0029982-ara1	Shamela029982.txt	raw_ShamelaY19	0.99881	[0.99881]
1450AkramFaluji.MucjamSaghir.Shamela0029982-ara1	Sham30K0002685	RAWrabica005000	0.99871	[0.99871]
1450AkramFaluji.MucjamSaghir.Shamela0029982-ara1	Shamela0029982	RAWrabica040000	0.98864	[0.98864]
1450AkramFaluji.MucjamSaghir.Shamela0029982-ara1	196.json	RAWrabicaShamAY1	0.82722	[0.82722]
1450AkramFaluji.MucjamSaghir.Shamela0029982-ara1	1450AkramFaluji.MucjamShuyukhTabari.Shamela0029741-ara1	RELEASE	0.82394	[0.82394, 0.82375]
1450AkramFaluji.MucjamSaghir.Shamela0029982-ara1	Shamela029741.txt	raw_ShamelaY19	0.81842	[0.81842]
1450AkramFaluji.MucjamSaghir.Shamela0029982-ara1	Sham30K0002669	RAWrabica005000	0.80901	[0.80901]
1450AkramFaluji.MucjamSaghir.Shamela0029982-ara1	Shamela0029741	RAWrabica040000	0.80346	[0.80346]
1450AkramFaluji.MucjamSaghir.Shamela0029982-ara1	JK000121	RAWrabica005000	0.4741	[0.4741]
1450AkramFaluji.MucjamSaghir.Shamela0029982-ara1	0852IbnHajarCasqalani.TaqribTahdhib.Shia003326Vols-ara1	RELEASE	0.47241	[0.47241]
1450AkramFaluji.MucjamSaghir.Shamela0029982-ara1	38032.json	RAWrabicaShamAY3	0.47194	[0.47194]
1450AkramFaluji.MucjamSaghir.Shamela0029982-ara1	34607.json	RAWrabicaShamAY3	0.47111	[0.47111]
1450AkramFaluji.MucjamSaghir.Shamela0029982-ara1	Sham30K0044701	RAWrabica035000	0.47054	[0.47054]
1450AkramFaluji.MucjamSaghir.Shamela0029982-ara1	0852IbnHajarCasqalani.TaqribTahdhib.JK000121-ara1	RELEASE	0.46811	[0.46811]
1450AkramFaluji.MucjamSaghir.Shamela0029982-ara1	0852IbnHajarCasqalani.TaqribTahdhib.ShamAY0034607-ara1	RELEASE	0.46794	[0.46794]
1450AkramFaluji.MucjamSaghir.Shamela0029982-ara1	Sham30K0044998	RAWrabica035000	0.46726	[0.46726]
1450AkramFaluji.MucjamSaghir.Shamela0029982-ara1	Sham30K0044653	RAWrabica035000	0.46688	[0.46688]
1450AkramFaluji.MucjamSaghir.Shamela0029982-ara1	Sham30K0042740	RAWrabica030000	0.46484	[0.46484]
1450AkramFaluji.MucjamSaghir.Shamela0029982-ara1	127715.bok.json	RAWrabicaSham19Y	0.45715	[0.45715]
1450AkramFaluji.MucjamSaghir.Shamela0029982-ara1	Sham30K0034622	RAWrabica025000	0.45594	[0.45594]
1450AkramFaluji.MucjamSaghir.Shamela0029982-ara1	Shia003326Vols	RAWrabica045000	0.45574	[0.45574]
1450AkramFaluji.MucjamSaghir.Shamela0029982-ara1	Shamela127715.txt	raw_ShamelaY19	0.45262	[0.45262]
1450AkramFaluji.MucjamSaghir.Shamela0029982-ara1	Shamela151040.txt	raw_ShamelaY19	0.42711	[0.42711]
1450AkramFaluji.MucjamSaghir.Shamela0029982-ara1	JK000174	RAWrabica005000	0.41674	[0.41674]
1450AkramFaluji.MucjamSaghir.Shamela0029982-ara1	Sham30K0004317	RAWrabica010000	0.41465	[0.41465]
1450AkramFaluji.MucjamSaghir.Shamela0029982-ara1	0799IbnFarhun.DibajMudhahhab.Shamela0006730-ara1	RELEASE	0.41436	[0.41436, 0.4109]
1450AkramFaluji.MucjamSaghir.Shamela0029982-ara1	34647.json	RAWrabicaShamAY3	0.41402	[0.41402]
1450AkramFaluji.MucjamSaghir.Shamela0029982-ara1	Sham30K0001689	RAWrabica005000	0.41303	[0.41303]
1450AkramFaluji.MucjamSaghir.Shamela0029982-ara1	0762MughultayIbnQilij.IkmalTahdhib.Shia003311Vols-ara1	RELEASE	0.41254	[0.41254]
1450AkramFaluji.MucjamSaghir.Shamela0029982-ara1	0762MughultayIbnQilij.IkmalTahdhib.ShamAY0034647-ara3	RELEASE	0.41241	[0.41241]
