source	target	lib	tfidfMax	tfidfDistances
0182AbuYusufYacqub.Kharaj.Shamela0026333-ara1	Shamela026333.txt	raw_ShamelaY19	0.9998	[0.9998]
0182AbuYusufYacqub.Kharaj.Shamela0026333-ara1	26333.json	RAWrabicaShamAY2	0.99828	[0.99828]
0182AbuYusufYacqub.Kharaj.Shamela0026333-ara1	34334.json	RAWrabicaShamAY3	0.99505	[0.99505]
0182AbuYusufYacqub.Kharaj.Shamela0026333-ara1	0182AbuYusufYacqub.Kharaj.ShamAY0034334-ara1	RELEASE	0.99501	[0.99501]
0182AbuYusufYacqub.Kharaj.Shamela0026333-ara1	34409.json	RAWrabicaShamAY3	0.86109	[0.86109]
0182AbuYusufYacqub.Kharaj.Shamela0026333-ara1	Shamela021747.txt	raw_ShamelaY19	0.85871	[0.85871]
0182AbuYusufYacqub.Kharaj.Shamela0026333-ara1	21747.json	RAWrabicaShamAY2	0.85816	[0.85816]
0182AbuYusufYacqub.Kharaj.Shamela0026333-ara1	0751IbnQayyimJawziyya.AhkamAhlDhimma.ShamAY0034409-ara1	RELEASE	0.85758	[0.85758]
0182AbuYusufYacqub.Kharaj.Shamela0026333-ara1	1450Maghrawi.MawsucatMawaqifSalaf.Shamela0037325-ara1	RELEASE	0.85065	[0.85065, 0.84888]
0182AbuYusufYacqub.Kharaj.Shamela0026333-ara1	Shamela037325.txt	raw_ShamelaY19	0.85003	[0.85003]
0182AbuYusufYacqub.Kharaj.Shamela0026333-ara1	0584IbnMunqidhShayzari.LubabAdab.Shamela0010496-ara1	RELEASE	0.84873	[0.84873, 0.84687]
0182AbuYusufYacqub.Kharaj.Shamela0026333-ara1	10496.json	RAWrabicaShamAY1	0.84698	[0.84698]
0182AbuYusufYacqub.Kharaj.Shamela0026333-ara1	Shamela096617.txt	raw_ShamelaY19	0.8469	[0.8469]
0182AbuYusufYacqub.Kharaj.Shamela0026333-ara1	0584IbnMunqidhShayzari.LubabAdab.JK010729-ara1	RELEASE	0.84682	[0.84682]
0182AbuYusufYacqub.Kharaj.Shamela0026333-ara1	0276IbnQutaybaDinawari.TawilMukhtalafHadith.Shia001931-ara1	RELEASE	0.84525	[0.84525]
0182AbuYusufYacqub.Kharaj.Shamela0026333-ara1	6276.json	RAWrabicaShamAY1	0.84524	[0.84524]
0182AbuYusufYacqub.Kharaj.Shamela0026333-ara1	0665AbuShama.BacithCalaInkarBidac.JK000873-ara1	RELEASE	0.84524	[0.84524]
0182AbuYusufYacqub.Kharaj.Shamela0026333-ara1	96918.bok.json	RAWrabicaSham19Y	0.84486	[0.84486]
0182AbuYusufYacqub.Kharaj.Shamela0026333-ara1	Shamela025800.txt	raw_ShamelaY19	0.84482	[0.84482]
0182AbuYusufYacqub.Kharaj.Shamela0026333-ara1	2038.json	RAWrabicaShamAY1	0.84452	[0.84452]
0182AbuYusufYacqub.Kharaj.Shamela0026333-ara1	0606IbnAthirMajdDin.MucjamJamic.Shamela0025800-ara1	RELEASE	0.84403	[0.84403]
0182AbuYusufYacqub.Kharaj.Shamela0026333-ara1	Shamela096918.txt	raw_ShamelaY19	0.84384	[0.84384]
0182AbuYusufYacqub.Kharaj.Shamela0026333-ara1	11496.bok.json	RAWrabicaSham19Y	0.84234	[0.84234]
0182AbuYusufYacqub.Kharaj.Shamela0026333-ara1	3897.html	RAWrabicaRafed	0.84176	[0.84176]
0182AbuYusufYacqub.Kharaj.Shamela0026333-ara1	0483IbnAhmadSarakhsi.SharhSiyarKabir.Shamela0005434-ara1	RELEASE	0.84102	[0.84102]
0182AbuYusufYacqub.Kharaj.Shamela0026333-ara1	6856.json	RAWrabicaShamAY1	0.84079	[0.84079]
0182AbuYusufYacqub.Kharaj.Shamela0026333-ara1	0483IbnAhmadSarakhsi.SharhSiyarKabir.Shia003154Vols-ara1	RELEASE	0.84072	[0.84072]
0182AbuYusufYacqub.Kharaj.Shamela0026333-ara1	11496.json	RAWrabicaShamAY2	0.84071	[0.84071]
0182AbuYusufYacqub.Kharaj.Shamela0026333-ara1	34411.json	RAWrabicaShamAY3	0.84009	[0.84009]
0182AbuYusufYacqub.Kharaj.Shamela0026333-ara1	5434.json	RAWrabicaShamAY1	0.84006	[0.84006]
0182AbuYusufYacqub.Kharaj.Shamela0026333-ara1	0276IbnQutaybaDinawari.TawilMukhtalafHadith.JK000561-ara1	RELEASE	0.83991	[0.83991]
0182AbuYusufYacqub.Kharaj.Shamela0026333-ara1	1218SalihFulani.IqazHimam.Shamela0006856-ara1	RELEASE	0.83956	[0.83956]
0182AbuYusufYacqub.Kharaj.Shamela0026333-ara1	0276IbnQutaybaDinawari.TawilMukhtalafHadith.Shamela0007292-ara1	RELEASE	0.83955	[0.83955, 0.83707]
0182AbuYusufYacqub.Kharaj.Shamela0026333-ara1	002349.automARkdown	RAW_Masaha	0.83891	[0.83891]
0182AbuYusufYacqub.Kharaj.Shamela0026333-ara1	0671AbuCabdAllahQurtubi.JamicLiAhkamQuran.Shia002616Vols-ara1	RELEASE	0.83791	[0.83791]
0182AbuYusufYacqub.Kharaj.Shamela0026333-ara1	Shamela021502.txt	raw_ShamelaY19	0.83774	[0.83774]
0182AbuYusufYacqub.Kharaj.Shamela0026333-ara1	Shamela020855.txt	raw_ShamelaY19	0.83763	[0.83763]
0182AbuYusufYacqub.Kharaj.Shamela0026333-ara1	21502.json	RAWrabicaShamAY2	0.83723	[0.83723]
0182AbuYusufYacqub.Kharaj.Shamela0026333-ara1	0320IbnMuhammadBayhaqi.Mahasin.Shamela0000564-ara1	RELEASE	0.83684	[0.83684]
0182AbuYusufYacqub.Kharaj.Shamela0026333-ara1	0320IbnMuhammadBayhaqi.Mahasin.JK009291-ara1	RELEASE	0.83675	[0.83675, 0.83428]
0182AbuYusufYacqub.Kharaj.Shamela0026333-ara1	0483IbnAhmadSarakhsi.SharhSiyarKabir.JK009218-ara1	RELEASE	0.83662	[0.83662, 0.83413]
0182AbuYusufYacqub.Kharaj.Shamela0026333-ara1	0785IbnMuhammadShamsDinManbiji.TasliyatAhlMasaib.Shamela0021502-ara1	RELEASE	0.83659	[0.83659]
0182AbuYusufYacqub.Kharaj.Shamela0026333-ara1	10463.json	RAWrabicaShamAY1	0.83553	[0.83553]
0182AbuYusufYacqub.Kharaj.Shamela0026333-ara1	0795IbnRajabHanbali.JamicCulumWaHikam.Shamela0010443-ara1	RELEASE	0.8353	[0.8353]
0182AbuYusufYacqub.Kharaj.Shamela0026333-ara1	564.json	RAWrabicaShamAY1	0.83527	[0.83527]
0182AbuYusufYacqub.Kharaj.Shamela0026333-ara1	0671AbuCabdAllahQurtubi.TadhkiraFiAhwalMawta.ShamAY0033760-ara1	RELEASE	0.83487	[0.83487]
0182AbuYusufYacqub.Kharaj.Shamela0026333-ara1	0560WazirIbnHubayraShaybani.Ifsah.Sham19Y0013572-ara1	RELEASE	0.83476	[0.83476, 0.8324]
0182AbuYusufYacqub.Kharaj.Shamela0026333-ara1	Shamela021536.txt	raw_ShamelaY19	0.83473	[0.83473]
