source	target	lib	tfidfMax	tfidfDistances
0001AwsIbnHajar.Diwan.ShamAY0037914-ara1	0001AwsIbnHajar.Diwan.JK007502-ara1	RELEASE	0.99507	[0.99507]
0001AwsIbnHajar.Diwan.ShamAY0037914-ara1	37914.json	RAWrabicaShamAY3	0.99294	[0.99294]
0001AwsIbnHajar.Diwan.ShamAY0037914-ara1	732.json	RAWrabicaShamAY1	0.56049	[0.56049]
0001AwsIbnHajar.Diwan.ShamAY0037914-ara1	0449AbuCalaMacarri.Diwan.JK007580-ara1	RELEASE	0.54895	[0.54895]
0001AwsIbnHajar.Diwan.ShamAY0037914-ara1	0198AbuNuwasShacir.Diwan.ShamAY0037852-ara1	RELEASE	0.53705	[0.53705]
0001AwsIbnHajar.Diwan.ShamAY0037914-ara1	0198AbuNuwasShacir.Diwan.JK007604-ara1	RELEASE	0.53659	[0.53659]
0001AwsIbnHajar.Diwan.ShamAY0037914-ara1	0054HassanIbnThabit.Diwan.JK007534-ara1	RELEASE	0.53375	[0.53375]
0001AwsIbnHajar.Diwan.ShamAY0037914-ara1	37852.json	RAWrabicaShamAY3	0.53014	[0.53014]
0001AwsIbnHajar.Diwan.ShamAY0037914-ara1	0296IbnMuctazz.Diwan.ShamAY0037841-ara1	RELEASE	0.5275	[0.5275]
0001AwsIbnHajar.Diwan.ShamAY0037914-ara1	0296IbnMuctazz.Diwan.JK007592-ara1	RELEASE	0.52634	[0.52634]
0001AwsIbnHajar.Diwan.ShamAY0037914-ara1	37841.json	RAWrabicaShamAY3	0.52085	[0.52085]
0001AwsIbnHajar.Diwan.ShamAY0037914-ara1	0584IbnMunqidhShayzari.Diwan.ShamAY0037915-ara1	RELEASE	0.52062	[0.52062]
0001AwsIbnHajar.Diwan.ShamAY0037914-ara1	0584IbnMunqidhShayzari.Diwan.JK007587-ara1	RELEASE	0.51971	[0.51971]
0001AwsIbnHajar.Diwan.ShamAY0037914-ara1	0090AkhtalShacir.Diwan.ShamAY0037927-ara1	RELEASE	0.5185	[0.5185]
0001AwsIbnHajar.Diwan.ShamAY0037914-ara1	0231AbuTamam.Diwan.ShamAY0037821-ara1	RELEASE	0.51797	[0.51797]
0001AwsIbnHajar.Diwan.ShamAY0037914-ara1	0231AbuTamam.Diwan.JK007583-ara1	RELEASE	0.51733	[0.51733]
0001AwsIbnHajar.Diwan.ShamAY0037914-ara1	0090AkhtalShacir.Diwan.JK007544-ara1	RELEASE	0.51599	[0.51599]
0001AwsIbnHajar.Diwan.ShamAY0037914-ara1	0357AbuFirasHamdani.Diwan.JK007584-ara1	RELEASE	0.51427	[0.51427]
0001AwsIbnHajar.Diwan.ShamAY0037914-ara1	0167BashsharIbnBurdShacir.Diwan.ShamAY0037930-ara1	RELEASE	0.51407	[0.51407]
0001AwsIbnHajar.Diwan.ShamAY0037914-ara1	0357AbuFirasHamdani.Diwan.ShamAY0037823-ara1	RELEASE	0.51357	[0.51357]
0001AwsIbnHajar.Diwan.ShamAY0037914-ara1	37915.json	RAWrabicaShamAY3	0.51336	[0.51336]
0001AwsIbnHajar.Diwan.ShamAY0037914-ara1	0167BashsharIbnBurdShacir.Diwan.JK007613-ara1	RELEASE	0.51328	[0.51328]
0001AwsIbnHajar.Diwan.ShamAY0037914-ara1	37821.json	RAWrabicaShamAY3	0.51064	[0.51064]
0001AwsIbnHajar.Diwan.ShamAY0037914-ara1	0328IbnCabdRabbihi.Diwan.ShamAY0037874-ara1	RELEASE	0.50995	[0.50995]
0001AwsIbnHajar.Diwan.ShamAY0037914-ara1	37927.json	RAWrabicaShamAY3	0.50954	[0.50954]
0001AwsIbnHajar.Diwan.ShamAY0037914-ara1	0360KushajimShacir.Diwan.ShamAY0037962-ara1	RELEASE	0.50872	[0.50872]
0001AwsIbnHajar.Diwan.ShamAY0037914-ara1	0328IbnCabdRabbihi.Diwan.JK007571-ara1	RELEASE	0.50833	[0.50833]
0001AwsIbnHajar.Diwan.ShamAY0037914-ara1	0360KushajimShacir.Diwan.JK007626-ara1	RELEASE	0.50798	[0.50798]
0001AwsIbnHajar.Diwan.ShamAY0037914-ara1	37823.json	RAWrabicaShamAY3	0.50787	[0.50787]
0001AwsIbnHajar.Diwan.ShamAY0037914-ara1	37930.json	RAWrabicaShamAY3	0.50656	[0.50656]
0001AwsIbnHajar.Diwan.ShamAY0037914-ara1	37857.json	RAWrabicaShamAY3	0.50616	[0.50616]
0001AwsIbnHajar.Diwan.ShamAY0037914-ara1	0093IbnAbiRabica.Diwan.ShamAY0037902-ara1	RELEASE	0.50561	[0.50561]
0001AwsIbnHajar.Diwan.ShamAY0037914-ara1	0093IbnAbiRabica.Diwan.JK007556-ara1	RELEASE	0.50293	[0.50293]
0001AwsIbnHajar.Diwan.ShamAY0037914-ara1	37874.json	RAWrabicaShamAY3	0.50211	[0.50211]
0001AwsIbnHajar.Diwan.ShamAY0037914-ara1	37962.json	RAWrabicaShamAY3	0.50202	[0.50202]
0001AwsIbnHajar.Diwan.ShamAY0037914-ara1	0436SharifMurtada.Diwan.ShamAY0037891-ara1	RELEASE	0.49979	[0.49979]
0001AwsIbnHajar.Diwan.ShamAY0037914-ara1	0583SibtIbnTacawidhiShacir.Diwan.ShamAY0037949-ara1	RELEASE	0.49964	[0.49964]
0001AwsIbnHajar.Diwan.ShamAY0037914-ara1	0517IbnKhayyatShacir.Diwan.ShamAY0037837-ara1	RELEASE	0.49958	[0.49958]
0001AwsIbnHajar.Diwan.ShamAY0037914-ara1	0583SibtIbnTacawidhiShacir.Diwan.JK007618-ara1	RELEASE	0.49875	[0.49875]
0001AwsIbnHajar.Diwan.ShamAY0037914-ara1	0517IbnKhayyatShacir.Diwan.JK007588-ara1	RELEASE	0.49852	[0.49852]
0001AwsIbnHajar.Diwan.ShamAY0037914-ara1	37834.json	RAWrabicaShamAY3	0.49727	[0.49727]
0001AwsIbnHajar.Diwan.ShamAY0037914-ara1	37902.json	RAWrabicaShamAY3	0.49595	[0.49595]
0001AwsIbnHajar.Diwan.ShamAY0037914-ara1	0548IbnQaysaraniShacir.Diwan.ShamAY0037840-ara1	RELEASE	0.49542	[0.49542]
0001AwsIbnHajar.Diwan.ShamAY0037914-ara1	0105AhwasAnsari.Diwan.ShamAY0037939-ara1	RELEASE	0.49435	[0.49435]
0001AwsIbnHajar.Diwan.ShamAY0037914-ara1	0548IbnQaysaraniShacir.Diwan.JK007591-ara1	RELEASE	0.4943	[0.4943]
0001AwsIbnHajar.Diwan.ShamAY0037914-ara1	0527IbnHamdis.Diwan.ShamAY0037952-ara1	RELEASE	0.49401	[0.49401]
0001AwsIbnHajar.Diwan.ShamAY0037914-ara1	0527IbnHamdis.Diwan.JK007576-ara1	RELEASE	0.49358	[0.49358]
0001AwsIbnHajar.Diwan.ShamAY0037914-ara1	0007MaymunIbnQaysAcsha.Diwan.JK007503-ara1	RELEASE	0.49304	[0.49304]
0001AwsIbnHajar.Diwan.ShamAY0037914-ara1	37875.json	RAWrabicaShamAY3	0.49302	[0.49302]
0001AwsIbnHajar.Diwan.ShamAY0037914-ara1	0406SharifRadi.Diwan.ShamAY0037890-ara1	RELEASE	0.49275	[0.49275]
0001AwsIbnHajar.Diwan.ShamAY0037914-ara1	37878.json	RAWrabicaShamAY3	0.49229	[0.49229]
0001AwsIbnHajar.Diwan.ShamAY0037914-ara1	37949.json	RAWrabicaShamAY3	0.49219	[0.49219]
0001AwsIbnHajar.Diwan.ShamAY0037914-ara1	0406SharifRadi.Diwan.JK007608-ara1	RELEASE	0.49217	[0.49217]
0001AwsIbnHajar.Diwan.ShamAY0037914-ara1	0105AhwasAnsari.Diwan.JK007543-ara1	RELEASE	0.49213	[0.49213]
0001AwsIbnHajar.Diwan.ShamAY0037914-ara1	37951.json	RAWrabicaShamAY3	0.49209	[0.49209]
0001AwsIbnHajar.Diwan.ShamAY0037914-ara1	37837.json	RAWrabicaShamAY3	0.49127	[0.49127]
0001AwsIbnHajar.Diwan.ShamAY0037914-ara1	0110JarirShacir.Diwan.ShamAY0037926-ara1	RELEASE	0.4903	[0.4903]
0001AwsIbnHajar.Diwan.ShamAY0037914-ara1	0110JarirShacir.Diwan.JK007549-ara1	RELEASE	0.48878	[0.48878]
0001AwsIbnHajar.Diwan.ShamAY0037914-ara1	37891.json	RAWrabicaShamAY3	0.48839	[0.48839]
0001AwsIbnHajar.Diwan.ShamAY0037914-ara1	0528HakamIbnAbiSalt.Diwan.ShamAY0037851-ara1	RELEASE	0.48785	[0.48785]
0001AwsIbnHajar.Diwan.ShamAY0037914-ara1	37952.json	RAWrabicaShamAY3	0.48772	[0.48772]
0001AwsIbnHajar.Diwan.ShamAY0037914-ara1	37840.json	RAWrabicaShamAY3	0.4877	[0.4877]
0001AwsIbnHajar.Diwan.ShamAY0037914-ara1	0362IbnHaniAndalusi.Diwan.JK007572-ara1	RELEASE	0.48725	[0.48725]
0001AwsIbnHajar.Diwan.ShamAY0037914-ara1	0362IbnHaniAndalusi.Diwan.ShamAY0037881-ara1	RELEASE	0.48653	[0.48653]
0001AwsIbnHajar.Diwan.ShamAY0037914-ara1	0170AbuZaydQurashi.JamharatAshcarCarab.JK006912-ara1	RELEASE	0.4862	[0.4862]
0001AwsIbnHajar.Diwan.ShamAY0037914-ara1	37939.json	RAWrabicaShamAY3	0.48607	[0.48607]
